Company,Agency,Seniority,Rating Code,Market,Rating,Rating Date,Watch Code,Watch Eff Date,Outlook,Outlook Eff Date,Rating Endorsement,Affirmation Date
Gruppo San Donato SpA,S&P,Long-term Issuer Rating,SPI,Domestic,B,2025-10-14,--,,STABLE,2025-10-14,EURUKE,
Gruppo San Donato SpA,Moody's,Senior Secured,MSE,Domestic,B3,2025-10-14,--,,--,,EURUKE,
Gruppo San Donato SpA,Moody's,Probability of Default Rating,MPD,Foreign,B3-PD,2025-10-14,--,,--,,EURUKE,
Gruppo San Donato SpA,Moody's,Probability of Default Rating,MPD,Domestic,B3-PD,2025-10-14,--,,--,,EURUKE,
Gruppo San Donato SpA,Moody's,LGD Senior Secured,MGS,Domestic,LGD4 - 54% **,2025-10-14,--,,--,,--,
Gruppo San Donato SpA,Moody's,Derived Long-term Issuer Rating,MDL,Foreign,B3,2025-10-14,--,,STA,2025-10-14,EURUKE,
Gruppo San Donato SpA,Moody's,Derived Long-term Issuer Rating,MDL,Domestic,B3,2025-10-14,--,,STA,2025-10-14,EURUKE,
Gruppo San Donato SpA,Moody's,Corporate Family Rating,MCF,Foreign,B3,2025-10-14,--,,--,,EURUKE,
Gruppo San Donato SpA,Moody's,Corporate Family Rating,MCF,Domestic,B3,2025-10-14,--,,--,,EURUKE,
Digi Romania SA,S&P,Senior Secured,SSE,Domestic,BB-,2020-01-27,--,,--,,EURUKE,2024-10-07
Digi Romania SA,S&P,Long-term Issuer Rating,SPI,Foreign,BB-,2017-04-26,--,,STABLE,2024-10-07,EURUKE,2024-10-07
Digi Romania SA,S&P,Long-term Issuer Rating,SPI,Foreign,B+,2013-10-23,,,,,,
Digi Romania SA,S&P,Long-term Issuer Rating,SPI,Foreign,NR,2011-06-30,,,,,,
Digi Romania SA,S&P,Long-term Issuer Rating,SPI,Foreign,B,2010-02-05,,,,,,
Digi Romania SA,S&P,Long-term Issuer Rating,SPI,Domestic,BB-,2017-04-26,--,,STABLE,2024-10-07,EURUKE,2024-10-07
Digi Romania SA,S&P,Long-term Issuer Rating,SPI,Domestic,B+,2013-10-23,,,,,,
Digi Romania SA,S&P,Long-term Issuer Rating,SPI,Domestic,NR,2011-06-30,,,,,,
Digi Romania SA,S&P,Long-term Issuer Rating,SPI,Domestic,B,2010-02-05,,,,,,
Digi Romania SA,Moody's,Senior Unsecured,MSU,Foreign,WR,2011-02-01,--,,--,,--,
Digi Romania SA,Moody's,Probability of Default Rating,MPD,Foreign,WR,2011-06-28,--,,--,,--,
Digi Romania SA,Moody's,Probability of Default Rating,MPD,Foreign,Ba3,2010-02-05,,,,,,
Digi Romania SA,Moody's,Probability of Default Rating,MPD,Domestic,WR,2011-06-28,--,,--,,--,
Digi Romania SA,Moody's,Probability of Default Rating,MPD,Domestic,Ba3,2010-02-05,,,,,,
Digi Romania SA,Moody's,LGD BACKED Senior Secured,MGR,Foreign,WR **,2023-09-13,--,,--,,--,
Digi Romania SA,Moody's,LGD BACKED Senior Secured,MGR,Foreign,LGD4 - 50%,2023-07-26,,,,,,
Digi Romania SA,Moody's,LGD BACKED Senior Secured,MGR,Foreign,LGD3 - 42%,2022-11-28,,,,,,
Digi Romania SA,Moody's,LGD BACKED Senior Secured,MGR,Foreign,LGD3 - 43%,2022-02-04,,,,,,
Digi Romania SA,Moody's,LGD BACKED Senior Secured,MGR,Foreign,LGD3 - 46%,2020-01-27,,,,,,
Digi Romania SA,Moody's,Corporate Family Rating,MCF,Foreign,WR,2011-06-28,--,,--,,--,
Digi Romania SA,Moody's,Corporate Family Rating,MCF,Foreign,Ba3,2010-02-05,,,,,,
Digi Romania SA,Moody's,Backed Senior Secured,MBE,Foreign,WR,2023-09-13,--,,--,,EURUKE,
Digi Romania SA,Moody's,Backed Senior Secured,MBE,Foreign,B1,2023-07-26,,,,,,
Digi Romania SA,Moody's,Backed Senior Secured,MBE,Foreign,Ba3,2022-02-04,,,,,,
Digi Romania SA,Moody's,Backed Senior Secured,MBE,Foreign,B1,2020-01-27,,,,,,
Derichebourg SA,S&P,Senior Unsecured,SSU,Domestic,BB,2025-09-09,--,,--,,EURUKE,
Derichebourg SA,S&P,Senior Unsecured,SSU,Domestic,BB+,2022-02-02,,,,,,
Derichebourg SA,S&P,Senior Unsecured,SSU,Domestic,BB,2021-06-07,,,,,,
Derichebourg SA,S&P,Long-term Issuer Rating,SPI,Foreign,BB,2025-09-09,--,,STABLE,2025-09-09,EURUKE,
Derichebourg SA,S&P,Long-term Issuer Rating,SPI,Foreign,BB+,2022-02-02,,,,,,
Derichebourg SA,S&P,Long-term Issuer Rating,SPI,Foreign,BB,2021-06-07,,,,,,
Derichebourg SA,S&P,Long-term Issuer Rating,SPI,Domestic,BB,2025-09-09,--,,STABLE,2025-09-09,EURUKE,
Derichebourg SA,S&P,Long-term Issuer Rating,SPI,Domestic,BB+,2022-02-02,,,,,,
Derichebourg SA,S&P,Long-term Issuer Rating,SPI,Domestic,BB,2021-06-07,,,,,,
Derichebourg SA,Fitch,Senior Unsecured,FSU,Domestic,BB,2026-08-11,,,,,,
Derichebourg SA,Fitch,Senior Unsecured,FSU,Domestic,BB+,2022-04-01,--,,--,,EURUKE,2025-07-21
Derichebourg SA,Fitch,Senior Unsecured,FSU,Domestic,BB,2021-06-22,,,,,,
Derichebourg SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,BB+,2022-04-01,--,,Sta,2025-07-21,EURUKE,2025-07-21
Derichebourg SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,BB,2021-06-07,,,,,,
CPI Property Group SA,S&P,Senior Unsecured,SSU,Foreign,BB,2026-04-10,,,,,,
CPI Property Group SA,S&P,Senior Unsecured,SSU,Foreign,BB+,2024-05-31,--,,--,,EURUKE,
CPI Property Group SA,S&P,Senior Unsecured,SSU,Foreign,BBB-,2022-10-04,,,,,,
CPI Property Group SA,S&P,Senior Unsecured,SSU,Foreign,BBB,2018-10-24,,,,,,
CPI Property Group SA,S&P,Senior Unsecured,SSU,Domestic,BB,2026-04-10,,,,,,
CPI Property Group SA,S&P,Senior Unsecured,SSU,Domestic,BB+,2024-05-31,--,,--,,EURUKE,
CPI Property Group SA,S&P,Senior Unsecured,SSU,Domestic,BBB-,2022-10-04,,,,,,
CPI Property Group SA,S&P,Senior Unsecured,SSU,Domestic,BBB,2019-10-21,,,,,,
CPI Property Group SA,S&P,Secured Subordinated Debt,SSD,Domestic,BB+,2019-04-08,--,,--,,EUR,
CPI Property Group SA,S&P,Long-term Issuer Rating,SPI,Foreign,BB+,2024-05-31,--,,NEGATIVE,2024-05-31,EURUKE,
CPI Property Group SA,S&P,Long-term Issuer Rating,SPI,Foreign,BBB-,2022-10-04,,,,,,
CPI Property Group SA,S&P,Long-term Issuer Rating,SPI,Foreign,BBB,2018-05-09,,,,,,
CPI Property Group SA,S&P,Long-term Issuer Rating,SPI,Foreign,BBB,2018-04-20,,,,,,
CPI Property Group SA,S&P,Long-term Issuer Rating,SPI,Domestic,BB+,2024-05-31,--,,NEGATIVE,2024-05-31,EURUKE,
CPI Property Group SA,S&P,Long-term Issuer Rating,SPI,Domestic,BBB-,2022-10-04,,,,,,
CPI Property Group SA,S&P,Long-term Issuer Rating,SPI,Domestic,BBB,2018-05-09,,,,,,
CPI Property Group SA,S&P,Long-term Issuer Rating,SPI,Domestic,BBB,2018-04-20,,,,,,
CPI Property Group SA,S&P,Long-term Senior Unsecured MTN Rating,SMU,Foreign,BB,2026-04-10,,,,,,
CPI Property Group SA,S&P,Long-term Senior Unsecured MTN Rating,SMU,Foreign,BB+,2024-05-31,--,,--,,EURUKE,
CPI Property Group SA,S&P,Long-term Senior Unsecured MTN Rating,SMU,Foreign,BBB-,2022-10-04,,,,,,
CPI Property Group SA,S&P,Long-term Senior Unsecured MTN Rating,SMU,Foreign,BBB,2018-05-09,,,,,,
CPI Property Group SA,S&P,Long-term Senior Unsecured MTN Rating,SMU,Domestic,BB,2026-04-10,,,,,,
CPI Property Group SA,S&P,Long-term Senior Unsecured MTN Rating,SMU,Domestic,BB+,2024-05-31,--,,--,,EURUKE,
CPI Property Group SA,S&P,Long-term Senior Unsecured MTN Rating,SMU,Domestic,BBB-,2022-10-04,,,,,,
CPI Property Group SA,S&P,Long-term Senior Unsecured MTN Rating,SMU,Domestic,BBB,2018-05-09,,,,,,
CPI Property Group SA,S&P,Long-term Subordinated MTN Rating,SMO,Foreign,B,2026-04-10,,,,,,
CPI Property Group SA,S&P,Long-term Subordinated MTN Rating,SMO,Foreign,B+,2024-05-31,--,,--,,EURUKE,
CPI Property Group SA,S&P,Long-term Subordinated MTN Rating,SMO,Foreign,BB,2022-10-04,,,,,,
CPI Property Group SA,S&P,Long-term Subordinated MTN Rating,SMO,Domestic,B,2026-04-10,,,,,,
CPI Property Group SA,S&P,Long-term Subordinated MTN Rating,SMO,Domestic,B+,2024-05-31,--,,--,,EURUKE,
CPI Property Group SA,S&P,Junior Subordinated,SJB,Domestic,B,2026-04-10,,,,,,
CPI Property Group SA,S&P,Junior Subordinated,SJB,Domestic,B+,2025-06-12,--,,--,,EURUKE,
CPI Property Group SA,S&P,Subordinated,SBD,Foreign,B,2026-04-10,,,,,,
CPI Property Group SA,S&P,Subordinated,SBD,Foreign,B+,2024-05-31,--,,--,,EURUKE,
CPI Property Group SA,S&P,Subordinated,SBD,Foreign,BB,2022-10-04,,,,,,
CPI Property Group SA,S&P,Subordinated,SBD,Foreign,BB+,2020-01-17,,,,,,
CPI Property Group SA,S&P,Subordinated,SBD,Domestic,B,2026-04-10,,,,,,
CPI Property Group SA,S&P,Subordinated,SBD,Domestic,B+,2024-05-31,--,,--,,EURUKE,
CPI Property Group SA,Moody's,Senior Unsecured,MSU,Foreign,Ba2,2025-12-23,--,,--,,EURUKE,
CPI Property Group SA,Moody's,Senior Unsecured,MSU,Foreign,Ba1,2024-07-26,,,,,,
CPI Property Group SA,Moody's,Senior Unsecured,MSU,Foreign,Baa3,2022-10-19,,,,,,
CPI Property Group SA,Moody's,Senior Unsecured,MSU,Foreign,Baa2,2018-10-19,,,,,,
CPI Property Group SA,Moody's,Senior Unsecured,MSU,Domestic,Ba2,2025-12-23,--,,--,,EURUKE,
CPI Property Group SA,Moody's,Senior Unsecured,MSU,Domestic,Ba1,2024-07-26,,,,,,
CPI Property Group SA,Moody's,Senior Unsecured,MSU,Domestic,Baa3,2022-10-19,,,,,,
CPI Property Group SA,Moody's,Senior Unsecured,MSU,Domestic,Baa2,2018-10-09,,,,,,
CPI Property Group SA,Moody's,Senior Unsecured,MSU,Domestic,Baa3,2017-09-18,,,,,,
CPI Property Group SA,Moody's,Long-term Senior Unsecured MTN Rating,MMU,Domestic,(P)Ba2 *,2025-12-23,--,,--,,EURUKE,
CPI Property Group SA,Moody's,Long-term Senior Unsecured MTN Rating,MMU,Domestic,(P)Ba1,2024-07-26,,,,,,
CPI Property Group SA,Moody's,Long-term Senior Unsecured MTN Rating,MMU,Domestic,(P)Baa3,2022-10-19,,,,,,
CPI Property Group SA,Moody's,Long-term Senior Unsecured MTN Rating,MMU,Domestic,(P)Baa2,2018-10-09,,,,,,
CPI Property Group SA,Moody's,Long-term Senior Unsecured MTN Rating,MMU,Domestic,(P)Baa3,2017-09-18,,,,,,
CPI Property Group SA,Moody's,Junior Subordinated,MJB,Foreign,B1,2025-12-23,--,,--,,EURUKE,
CPI Property Group SA,Moody's,Junior Subordinated,MJB,Foreign,Ba3,2024-07-26,,,,,,
CPI Property Group SA,Moody's,Junior Subordinated,MJB,Foreign,Ba2,2022-10-19,,,,,,
CPI Property Group SA,Moody's,Junior Subordinated,MJB,Foreign,Ba1,2020-01-16,,,,,,
CPI Property Group SA,Moody's,Junior Subordinated,MJB,Domestic,B1,2025-12-23,--,,--,,EURUKE,
CPI Property Group SA,Moody's,Junior Subordinated,MJB,Domestic,Ba3,2024-07-26,,,,,,
CPI Property Group SA,Moody's,Junior Subordinated,MJB,Domestic,Ba2,2022-10-19,,,,,,
CPI Property Group SA,Moody's,Junior Subordinated,MJB,Domestic,Ba1,2018-10-09,,,,,,
CPI Property Group SA,Moody's,Junior Subordinated,MJB,Domestic,Ba2,2018-04-20,,,,,,
CPI Property Group SA,Moody's,Long-term Issuer Rating,MIS,Domestic,WR,2024-07-26,--,,--,,EURUKE,
CPI Property Group SA,Moody's,Long-term Issuer Rating,MIS,Domestic,Baa3,2022-10-19,,,,,,
CPI Property Group SA,Moody's,Long-term Issuer Rating,MIS,Domestic,Baa2,2018-10-09,,,,,,
CPI Property Group SA,Moody's,Long-term Issuer Rating,MIS,Domestic,Baa3,2017-09-18,,,,,,
CPI Property Group SA,Moody's,Derived Long-term Issuer Rating,MDL,Foreign,Ba2,2025-12-23,--,,STA,2025-12-23,EURUKE,
CPI Property Group SA,Moody's,Derived Long-term Issuer Rating,MDL,Domestic,Ba2,2025-12-23,--,,STA,2025-12-23,EURUKE,
CPI Property Group SA,Moody's,Corporate Family Rating,MCF,Foreign,Ba2,2025-12-23,--,,--,,EURUKE,
CPI Property Group SA,Moody's,Corporate Family Rating,MCF,Foreign,Ba1,2024-07-26,,,,,,
CPI Property Group SA,Moody's,Corporate Family Rating,MCF,Domestic,Ba2,2025-12-23,--,,--,,EURUKE,
CPI Property Group SA,Moody's,Corporate Family Rating,MCF,Domestic,Ba1,2024-07-26,,,,,,
CPI Property Group SA,JCR,Long-term Senior Unsecured Debt Rating,JSU,Foreign,WR,2024-11-01,--,,--,,JPR,
CPI Property Group SA,JCR,Long-term Senior Unsecured Debt Rating,JSU,Foreign,A-,2023-08-24,,,,,,
CPI Property Group SA,JCR,Long-term Senior Unsecured Debt Rating,JSU,Foreign,A-,2022-07-06,,,,,,
CPI Property Group SA,JCR,Long-term Senior Unsecured Debt Rating,JSU,Foreign,A-,2020-12-24,,,,,,
CPI Property Group SA,JCR,Long-term Senior Unsecured Debt Rating,JSU,Foreign,A-,2019-11-08,,,,,,
CPI Property Group SA,JCR,Long-term Senior Unsecured Debt Rating,JSU,Foreign,A-,2018-11-30,,,,,,
CPI Property Group SA,JCR,Long-term Issuer Rating,JCI,Foreign,WR,2024-11-01,--,,--,,JPR,
CPI Property Group SA,JCR,Long-term Issuer Rating,JCI,Foreign,A-,2023-08-24,,,,,,
CPI Property Group SA,JCR,Long-term Issuer Rating,JCI,Foreign,A-,2022-07-06,,,,,,
CPI Property Group SA,JCR,Long-term Issuer Rating,JCI,Foreign,A-,2020-12-24,,,,,,
CPI Property Group SA,JCR,Long-term Issuer Rating,JCI,Foreign,A-,2019-11-08,,,,,,
CPI Property Group SA,JCR,Long-term Issuer Rating,JCI,Foreign,A-,2018-11-05,,,,,,
Constellium SE,S&P,Senior Unsecured,SSU,Foreign,BB-,2023-11-17,--,,--,,EUEUKR,2025-04-11
Constellium SE,S&P,Senior Unsecured,SSU,Foreign,B+,2022-05-04,,,,,,
Constellium SE,S&P,Senior Unsecured,SSU,Foreign,B,2019-05-13,,,,,,
Constellium SE,S&P,Senior Unsecured,SSU,Foreign,B-,2017-11-20,,,,,,
Constellium SE,S&P,Senior Unsecured,SSU,Foreign,CCC+,2016-03-21,,,,,,
Constellium SE,S&P,Senior Unsecured,SSU,Foreign,B,2014-12-04,,,,,,
Constellium SE,S&P,Senior Unsecured,SSU,Foreign,BB-,2014-04-24,,,,,,
Constellium SE,S&P,Senior Unsecured,SSU,Domestic,BB-,2023-11-17,--,,--,,EUEUKR,2025-04-11
Constellium SE,S&P,Senior Unsecured,SSU,Domestic,B+,2022-05-04,,,,,,
Constellium SE,S&P,Senior Unsecured,SSU,Domestic,B,2019-05-13,,,,,,
Constellium SE,S&P,Senior Unsecured,SSU,Domestic,B-,2017-11-20,,,,,,
Constellium SE,S&P,Senior Unsecured,SSU,Domestic,CCC+,2016-03-21,,,,,,
Constellium SE,S&P,Senior Unsecured,SSU,Domestic,B,2014-12-04,,,,,,
Constellium SE,S&P,Senior Unsecured,SSU,Domestic,BB-,2014-04-24,,,,,,
Constellium SE,S&P,Senior Secured,SSE,Foreign,B+,2016-03-21,--,,--,,EUR,
Constellium SE,S&P,Senior Secured,SSE,Foreign,NR,2014-10-10,,,,,,
Constellium SE,S&P,Senior Secured,SSE,Foreign,BB-,2014-04-24,,,,,,
Constellium SE,S&P,Senior Secured,SSE,Domestic,NR,2014-10-10,--,,--,,--,
Constellium SE,S&P,Senior Secured,SSE,Domestic,BB-,2014-04-24,,,,,,
Constellium SE,S&P,Long-term Issuer Rating,SPI,Foreign,BB-,2023-11-17,--,,STABLE,2023-11-17,EUEUKR,2025-04-11
Constellium SE,S&P,Long-term Issuer Rating,SPI,Foreign,B+,2022-05-04,,,,,,
Constellium SE,S&P,Long-term Issuer Rating,SPI,Foreign,B,2019-05-13,,,,,,
Constellium SE,S&P,Long-term Issuer Rating,SPI,Foreign,B-,2016-03-21,,,,,,
Constellium SE,S&P,Long-term Issuer Rating,SPI,Foreign,B,2014-12-04,,,,,,
Constellium SE,S&P,Long-term Issuer Rating,SPI,Foreign,BB-,2014-04-24,,,,,,
Constellium SE,S&P,Long-term Issuer Rating,SPI,Foreign,B,2012-05-25,,,,,,
Constellium SE,S&P,Long-term Issuer Rating,SPI,Domestic,BB-,2023-11-17,--,,STABLE,2023-11-17,EUEUKR,2025-04-11
Constellium SE,S&P,Long-term Issuer Rating,SPI,Domestic,B+,2022-05-04,,,,,,
Constellium SE,S&P,Long-term Issuer Rating,SPI,Domestic,B,2019-05-13,,,,,,
Constellium SE,S&P,Long-term Issuer Rating,SPI,Domestic,B-,2016-03-21,,,,,,
Constellium SE,S&P,Long-term Issuer Rating,SPI,Domestic,B,2014-12-04,,,,,,
Constellium SE,S&P,Long-term Issuer Rating,SPI,Domestic,BB-,2014-04-24,,,,,,
Constellium SE,S&P,Long-term Issuer Rating,SPI,Domestic,B,2012-05-25,,,,,,
Constellium SE,Moody's,Senior Unsecured,MSU,Foreign,B1,2023-03-10,--,,--,,EURUKE,
Constellium SE,Moody's,Senior Unsecured,MSU,Foreign,WR,2021-06-25,,,,,,
Constellium SE,Moody's,Senior Unsecured,MSU,Foreign,B2,2018-08-08,,,,,,
Constellium SE,Moody's,Senior Unsecured,MSU,Foreign,B3,2017-11-17,,,,,,
Constellium SE,Moody's,Senior Unsecured,MSU,Foreign,Caa1,2016-03-16,,,,,,
Constellium SE,Moody's,Senior Unsecured,MSU,Foreign,B3,2015-12-18,,,,,,
Constellium SE,Moody's,Senior Unsecured,MSU,Foreign,B1,2014-12-04,,,,,,
Constellium SE,Moody's,Senior Unsecured,MSU,Foreign,Ba3,2014-06-17,,,,,,
Constellium SE,Moody's,Senior Unsecured,MSU,Domestic,B1,2023-03-10,--,,--,,EURUKE,
Constellium SE,Moody's,Senior Unsecured,MSU,Domestic,WR,2021-06-25,,,,,,
Constellium SE,Moody's,Senior Unsecured,MSU,Domestic,B2,2021-05-17,,,,,,
Constellium SE,Moody's,Senior Unsecured,MSU,Domestic,WR,2020-07-21,,,,,,
Constellium SE,Moody's,Senior Unsecured,MSU,Domestic,B2,2018-08-08,,,,,,
Constellium SE,Moody's,Senior Unsecured,MSU,Domestic,B3,2017-11-17,,,,,,
Constellium SE,Moody's,Senior Unsecured,MSU,Domestic,Caa1,2016-03-16,,,,,,
Constellium SE,Moody's,Senior Unsecured,MSU,Domestic,B3,2015-12-18,,,,,,
Constellium SE,Moody's,Senior Unsecured,MSU,Domestic,B1,2014-12-04,,,,,,
Constellium SE,Moody's,Senior Unsecured,MSU,Domestic,Ba3,2014-06-17,,,,,,
Constellium SE,Moody's,Senior Secured,MSE,Foreign,WR,2017-11-29,--,,--,,EUR,
Constellium SE,Moody's,Senior Secured,MSE,Foreign,B2,2016-07-20,,,,,,
Constellium SE,Moody's,Probability of Default Rating,MPD,Foreign,Ba3-PD,2024-04-15,--,,--,,EURUKE,
Constellium SE,Moody's,Probability of Default Rating,MPD,Foreign,B1-PD,2023-03-10,,,,,,
Constellium SE,Moody's,Probability of Default Rating,MPD,Foreign,B2-PD,2018-08-08,,,,,,
Constellium SE,Moody's,Probability of Default Rating,MPD,Foreign,B3-PD,2015-12-18,,,,,,
Constellium SE,Moody's,Probability of Default Rating,MPD,Foreign,B1-PD,2014-12-04,,,,,,
Constellium SE,Moody's,Probability of Default Rating,MPD,Foreign,Ba3-PD,2014-04-24,,,,,,
Constellium SE,Moody's,Probability of Default Rating,MPD,Foreign,B1-PD,2013-03-01,,,,,,
Constellium SE,Moody's,Probability of Default Rating,MPD,Foreign,B2-PD,2012-05-25,,,,,,
Constellium SE,Moody's,Probability of Default Rating,MPD,Domestic,Ba3-PD,2024-04-15,--,,--,,EURUKE,
Constellium SE,Moody's,Probability of Default Rating,MPD,Domestic,B1-PD,2023-03-10,,,,,,
Constellium SE,Moody's,Probability of Default Rating,MPD,Domestic,B2-PD,2018-08-08,,,,,,
Constellium SE,Moody's,Probability of Default Rating,MPD,Domestic,B3-PD,2015-12-18,,,,,,
Constellium SE,Moody's,Probability of Default Rating,MPD,Domestic,B1-PD,2014-12-04,,,,,,
Constellium SE,Moody's,Probability of Default Rating,MPD,Domestic,Ba3-PD,2014-04-24,,,,,,
Constellium SE,Moody's,Probability of Default Rating,MPD,Domestic,B1-PD,2013-03-01,,,,,,
Constellium SE,Moody's,Probability of Default Rating,MPD,Domestic,B2-PD,2012-05-25,,,,,,
Constellium SE,Moody's,LGD Senior Unsecured,MGU,Foreign,LGD4 - 56% **,2023-03-10,--,,--,,--,
Constellium SE,Moody's,LGD Senior Unsecured,MGU,Foreign,WR,2021-06-25,,,,,,
Constellium SE,Moody's,LGD Senior Unsecured,MGU,Foreign,LGD4 - 55%,2021-05-06,,,,,,
Constellium SE,Moody's,LGD Senior Unsecured,MGU,Foreign,LGD4 - 57%,2020-05-08,,,,,,
Constellium SE,Moody's,LGD Senior Unsecured,MGU,Foreign,LGD4 - 54%,2018-08-08,,,,,,
Constellium SE,Moody's,LGD Senior Unsecured,MGU,Foreign,LGD4 - 53%,2017-11-17,,,,,,
Constellium SE,Moody's,LGD Senior Unsecured,MGU,Foreign,LGD5 - 70%,2017-07-27,,,,,,
Constellium SE,Moody's,LGD Senior Unsecured,MGU,Foreign,LGD4 - 63%,2016-03-16,,,,,,
Constellium SE,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD4 - 56% **,2023-03-10,--,,--,,--,
Constellium SE,Moody's,LGD Senior Unsecured,MGU,Domestic,WR,2021-06-25,,,,,,
Constellium SE,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD4 - 57%,2021-05-17,,,,,,
Constellium SE,Moody's,LGD Senior Unsecured,MGU,Domestic,WR,2020-07-21,,,,,,
Constellium SE,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD4 - 57%,2020-05-08,,,,,,
Constellium SE,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD4 - 54%,2018-08-08,,,,,,
Constellium SE,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD4 - 53%,2017-11-17,,,,,,
Constellium SE,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD5 - 70%,2017-07-27,,,,,,
Constellium SE,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD4 - 63%,2016-03-16,,,,,,
Constellium SE,Moody's,LGD BACKED Senior Unsecured,MGT,Foreign,LGD4 - 55% **,2024-04-15,--,,--,,--,
Constellium SE,Moody's,LGD BACKED Senior Unsecured,MGT,Foreign,LGD4 - 56%,2023-03-10,,,,,,
Constellium SE,Moody's,LGD BACKED Senior Unsecured,MGT,Foreign,LGD4 - 55%,2021-05-06,,,,,,
Constellium SE,Moody's,LGD BACKED Senior Unsecured,MGT,Foreign,LGD4 - 57%,2020-05-08,,,,,,
Constellium SE,Moody's,LGD BACKED Senior Unsecured,MGT,Foreign,LGD4 - 54%,2018-08-08,,,,,,
Constellium SE,Moody's,LGD BACKED Senior Unsecured,MGT,Foreign,LGD4 - 53%,2017-10-31,,,,,,
Constellium SE,Moody's,LGD BACKED Senior Unsecured,MGT,Domestic,LGD4 - 55% **,2024-04-15,--,,--,,--,
Constellium SE,Moody's,LGD BACKED Senior Unsecured,MGT,Domestic,LGD4 - 56%,2023-03-10,,,,,,
Constellium SE,Moody's,LGD BACKED Senior Unsecured,MGT,Domestic,LGD4 - 55%,2021-05-06,,,,,,
Constellium SE,Moody's,LGD BACKED Senior Unsecured,MGT,Domestic,LGD4 - 57%,2020-05-08,,,,,,
Constellium SE,Moody's,LGD BACKED Senior Unsecured,MGT,Domestic,LGD4 - 54%,2018-08-08,,,,,,
Constellium SE,Moody's,LGD BACKED Senior Unsecured,MGT,Domestic,LGD4 - 53%,2017-10-31,,,,,,
Constellium SE,Moody's,LGD Senior Secured,MGS,Foreign,WR **,2017-11-29,--,,--,,--,
Constellium SE,Moody's,LGD Senior Secured,MGS,Foreign,LGD3 - 42%,2017-07-27,,,,,,
Constellium SE,Moody's,LGD Senior Secured,MGS,Foreign,LGD3 - 35%,2016-03-16,,,,,,
Constellium SE,Moody's,Derived Long-term Issuer Rating,MDL,Domestic,Ba3,2024-04-15,--,,STA,2024-04-15,EURUKE,
Constellium SE,Moody's,Corporate Family Rating,MCF,Domestic,Ba3,2024-04-15,--,,--,,EURUKE,
Constellium SE,Moody's,Corporate Family Rating,MCF,Domestic,B1,2023-03-10,,,,,,
Constellium SE,Moody's,Corporate Family Rating,MCF,Domestic,B2,2018-08-08,,,,,,
Constellium SE,Moody's,Corporate Family Rating,MCF,Domestic,B3,2015-12-18,,,,,,
Constellium SE,Moody's,Corporate Family Rating,MCF,Domestic,B1,2014-12-04,,,,,,
Constellium SE,Moody's,Corporate Family Rating,MCF,Domestic,Ba3,2014-04-24,,,,,,
Constellium SE,Moody's,Corporate Family Rating,MCF,Domestic,B1,2013-03-01,,,,,,
Constellium SE,Moody's,Corporate Family Rating,MCF,Domestic,B2,2012-05-25,,,,,,
Constellium SE,Moody's,Backed Senior Unsecured,MBU,Foreign,Ba3,2024-04-15,--,,--,,EURUKE,
Constellium SE,Moody's,Backed Senior Unsecured,MBU,Foreign,B1,2023-03-10,,,,,,
Constellium SE,Moody's,Backed Senior Unsecured,MBU,Foreign,B2,2018-08-08,,,,,,
Constellium SE,Moody's,Backed Senior Unsecured,MBU,Foreign,B3,2017-11-17,,,,,,
Constellium SE,Moody's,Backed Senior Unsecured,MBU,Domestic,Ba3,2024-04-15,--,,--,,EURUKE,
Constellium SE,Moody's,Backed Senior Unsecured,MBU,Domestic,B1,2023-03-10,,,,,,
Constellium SE,Moody's,Backed Senior Unsecured,MBU,Domestic,B2,2018-08-08,,,,,,
Constellium SE,Moody's,Backed Senior Unsecured,MBU,Domestic,B3,2017-11-17,,,,,,
CMA CGM SA,S&P,Senior Unsecured,SSU,Foreign,NR,2015-09-09,--,,--,,--,
CMA CGM SA,S&P,Senior Unsecured,SSU,Foreign,B-,2014-05-12,,,,,,
CMA CGM SA,S&P,Senior Unsecured,SSU,Foreign,CCC+,2013-07-15,,,,,,
CMA CGM SA,S&P,Senior Unsecured,SSU,Foreign,CCC,2013-02-28,,,,,,
CMA CGM SA,S&P,Senior Unsecured,SSU,Foreign,CCC-,2012-06-14,,,,,,
CMA CGM SA,S&P,Senior Unsecured,SSU,Foreign,CCC,2012-03-09,,,,,,
CMA CGM SA,S&P,Senior Unsecured,SSU,Foreign,B-,2011-04-11,,,,,,
CMA CGM SA,S&P,Senior Unsecured,SSU,Foreign,B,2009-06-30,,,,,,
CMA CGM SA,S&P,Senior Unsecured,SSU,Foreign,BB-,2008-11-25,,,,,,
CMA CGM SA,S&P,Senior Unsecured,SSU,Foreign,BB+,2006-02-08,,,,,,
CMA CGM SA,S&P,Senior Unsecured,SSU,Domestic,BB+,2024-06-24,--,,--,,EURUKE,
